ID	Species	Culture collection number	Isolation source	Country	Continent	Category 1	Category 2	Category 3	joined_1_2
132662	Nocardia jiangsuensis	DSM 101725, CGMCC 4.7330, KCTC 39691, KLBMP S0027	coastal saline soil	China	Asia	Condition###Environmental###Condition###Environmental	Saline###Terrestrial###Saline###Terrestrial	Soil###Soil	Condition@@@Saline###Environmental@@@Terrestrial
132663	Williamsia herbipolensis	DSM 46872, LMG 28679, JCM 32438	Phyllosphere of <I>Arabidopsis thaliana</I> in Botanical Garden###phyllosphere of <i>Arabidopsis thaliana</i>	Germany	Europe	Host Body-Site###Host###Host Body-Site###Host	Plant###Plants###Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)###Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132664	Microbacterium diaminobutyricum	DSM 27101, CECT 8355	roots of the salt-marsh plant <i>Halimione portulacoides</i> (sea purslane)###roots of Halimione portulacoides (sea purslane)	Portugal	Europe	Host Body-Site###Host###Host Body-Site###Host	Plant###Plants###Plant###Plants	Root (Rhizome)###Shrub (Scrub)###Root (Rhizome)###Shrub (Scrub)	Host@@@Plants###Host Body-Site@@@Plant
132665	Methanoeremita antiquus	DSM 21220, NBRC 104160	sediment and formation water samples from a commercial gas-water-producing###deep sedimentary aquifers filled with ancient seawater in a natural gas field	Japan	Asia	Environmental###Environmental###Environmental###Environmental	Aquatic###Aquatic###Aquatic###Aquatic	Sediment###Groundwater###Sediment###Groundwater	Environmental@@@Aquatic
132666	Micromonospora profundi	DSM 45981, KCTC 29243	deep marine sediment	Turkey	Asia	Environmental###Environmental###Environmental###Environmental	Aquatic###Aquatic###Aquatic###Aquatic	Sediment###Marine###Sediment###Marine	Environmental@@@Aquatic
132667	Blastococcus capsensis	DSM 46835, CECT 8876, BMG 804	dust collected from the interior of a limestone rock in a wall of an archaeological Roman pool###interior of a limestone rock in a wall of an archaeological Roman pool	Tunisia	Africa	Environmental###Environmental###Engineered###Environmental###Environmental###Engineered	Terrestrial###Terrestrial###Built environment###Terrestrial###Terrestrial###Built environment	Geologic###Dust###Water reservoir (Aquarium/pool)###Geologic###Dust###Water reservoir (Aquarium/pool)	Engineered@@@Built environment###Environmental@@@Terrestrial
132668	Actinocrispum wychmicini	DSM 45934, NBRC 109632	soil	Japan	Asia	Environmental###Environmental	Terrestrial###Terrestrial	Soil###Soil	Environmental@@@Terrestrial
132669	Saccharothrix isguenensis	DSM 46885, CECT 9045	soil sample (arid area)###desert soil	Algeria	Africa	Condition###Environmental###Environmental###Condition###Environmental###Environmental	Xerophilic###Terrestrial###Terrestrial###Xerophilic###Terrestrial###Terrestrial	Soil###Desert###Soil###Desert	Environmental@@@Terrestrial###Condition@@@Xerophilic
132670	Streptomyces ovatisporus	DSM 42103, CGMCC 4.7357, KCTC 29206	marine sediment	Turkey	Asia	Environmental###Environmental###Environmental###Environmental	Aquatic###Aquatic###Aquatic###Aquatic	Sediment###Marine###Sediment###Marine	Environmental@@@Aquatic
132671	Candidatus Nitrososphaera gargensis	DSM 103042	microbial mat sample from the Garga hot spring in the Buryat Republic, Russia.	Russia		Condition###Environmental###Environmental	Thermophilic (>45°C)###Microbial community###Aquatic	Microbial mat###Thermal spring	Environmental@@@Microbial community###Condition@@@Thermophilic (>45°C)###Environmental@@@Aquatic
132672	Streptacidiphilus torunensis	DSM 102291, NCIMB 15025	pine forest soil, 3 cm deep F horizon of partially decomposed but recognisable needles	Poland	Europe	Host###Environmental###Environmental###Host	Plants###Terrestrial###Terrestrial###Plants	Tree###Soil###Forest###Decomposing plant	Host@@@Plants###Environmental@@@Terrestrial
132673	Nocardia lasii	DSM 100525, CGMCC 4.7279	ant cuticle (<i>Lasius fuliginosus</i> L)	China	Asia	Host Body-Site###Host	Organ###Arthropoda	Skin, Nail, Hair###Insecta	Host@@@Arthropoda###Host Body-Site@@@Organ
132674	Saccharopolyspora griseoalba	DSM 46663, CGMCC 4.7124, AFM 10238	sediment from the Dead Sea	Israel	Asia	Condition###Environmental###Environmental	Saline###Aquatic###Aquatic	Sediment###Marine	Condition@@@Saline###Environmental@@@Aquatic
132675	Amycolatopsis jiguanensis	DSM 101526, CCTCC AA 2015032, CFH S01580	Soil	China	Asia	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132676	Desulforamulus aquiferis	DSM 24088, JCM 31386	Deep aquifer formation (-760 m) near Paris###deep aquifer water from an oligotrophic gas storage aquifer contaminated with BTEX (benzene, toluene, ethylbenzene and xylenes) at a depth of 760 m	France	Europe	Environmental###Engineered###Environmental###Engineered	Aquatic###Contamination###Aquatic###Contamination	Groundwater###Groundwater	Engineered@@@Contamination###Environmental@@@Aquatic
132677	Desulforamulus profundi	DSM 24093, JCM 31387	Deep aquifer formation (-760 m) near Paris###deep aquifer water from an oligotrophic gas storage aquifer contaminated with BTEX (benzene, toluene, ethylbenzene and xylenes) at a depth of 760 m	France	Europe	Environmental###Engineered###Environmental###Engineered	Aquatic###Contamination###Aquatic###Contamination	Groundwater###Groundwater	Engineered@@@Contamination###Environmental@@@Aquatic
132678	Wukongibacter baidiensis	DSM 103478, KCTC 15549, MCCC 1A01532	mixture of sulfides (about 30 %, v/v), grey sediment and black magmatic rock glass at a water depth of 2327 m	International waters		Condition###Environmental###Environmental###Environmental	Sulfuric###Terrestrial###Aquatic###Aquatic	Volcanic###Sediment###Marine	Condition@@@Sulfuric###Environmental@@@Terrestrial###Environmental@@@Aquatic
132679	Acetivibrio saccincola	DSM 101079, CECT 9155	thermophilic (55 °C) lab scale biogas plant	Germany	Europe	Condition###Engineered###Engineered###Engineered	Thermophilic (>45°C)###Laboratory###Industrial###Bioreactor	Plant (Factory)	Engineered@@@Laboratory###Engineered@@@Industrial###Engineered@@@Bioreactor###Condition@@@Thermophilic (>45°C)
132680	Serpentinicella alkaliphila	DSM 100013, JCM 30645	Carbonaceous hydrothermal chimney in Prony Bay###hyperalkaline spring in a serpentinite-hosted hydrothermal field, carbonate chimney	French Overseas###France	Europe	Condition###Condition###Environmental###Environmental###Condition###Condition###Environmental###Environmental	Thermophilic (>45°C)###Alkaline###Aquatic###Aquatic###Thermophilic (>45°C)###Alkaline###Aquatic###Aquatic	Thermal spring###Hydrothermal vent###Thermal spring###Hydrothermal vent	Condition@@@Alkaline###Condition@@@Thermophilic (>45°C)###Environmental@@@Aquatic
132681	Falcatimonas natans	DSM 22923, JCM 16476	Methanogenic reactor of cattle waste###rice-straw residue in a methanogenic reactor treating waste from cattle farms	Japan	Asia	Host###Host###Engineered###Engineered###Host###Host###Engineered###Engineered###Host###Host###Engineered###Engineered	Plants###Mammals###Waste###Bioreactor###Plants###Mammals###Waste###Bioreactor###Plants###Mammals###Waste###Bioreactor	Herbaceous plants (Grass,Crops)###Bovinae (Cow, Cattle)###Herbaceous plants (Grass,Crops)###Bovinae (Cow, Cattle)###Herbaceous plants (Grass,Crops)###Bovinae (Cow, Cattle)	Host@@@Plants###Engineered@@@Bioreactor###Host@@@Mammals###Engineered@@@Waste
132682	Allofrancisella inopinata	DSM 101834, KCTC 42968, SYSU YG23	water of a cooling tower	China	Asia	Environmental###Engineered	Aquatic###Industrial	Cooling tower	Engineered@@@Industrial###Environmental@@@Aquatic
132683	Allofrancisella frigidaquae	DSM 101835, KCTC 42969, SYSU 10HL1970	water of a cooling tower	China	Asia	Environmental###Engineered	Aquatic###Industrial	Cooling tower	Engineered@@@Industrial###Environmental@@@Aquatic
132684	Allofrancisella guangzhouensis	DSM 102975, ATCC BAA-2361, CCUG 60119, NCTC 13503	Water,air condition system###water, air condition system (cooling tower)	China	Asia	Environmental###Engineered###Engineered###Environmental###Engineered###Engineered	Aquatic###Industrial###Built environment###Aquatic###Industrial###Built environment	Cooling tower###Air conditioner###Cooling tower###Air conditioner	Engineered@@@Industrial###Engineered@@@Built environment###Environmental@@@Aquatic
132685	Acidithiobacillus thiooxidans	DSM 103717	salt flat brine	Chile	Middle and South America	Condition###Environmental	Saline###Terrestrial	Desert	Condition@@@Saline###Environmental@@@Terrestrial
132686	Acidovorax sp.	DSM 29992	biotrickling filter	Germany	Europe	Environmental###Engineered	Biofilm###Waste	Waste gas	Environmental@@@Biofilm###Engineered@@@Waste
132687	Acinetobacter baumannii	DSM 105126, ATCC 17978, CIP 53.77, LMG 1025, NCDC KC755, Bouvet and Grimont 8	Human, Cerebrospinal fluid###cerebrospinal fluid, fatal case of meningitis	France	Europe	Host Body Product###Infection###Host Body Product###Infection	Fluids###Disease###Fluids###Disease	Cerebrospinal fluid###Meningitis###Cerebrospinal fluid###Meningitis	Host Body Product@@@Fluids###Infection@@@Disease
132688	Acinetobacter sp.	DSM 102368	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132689	Acinetobacter sp.	DSM 102567	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132690	Alteromonas macleodii	DSM 100460	coastal marine waters	Malaysia	Asia	Environmental	Aquatic	Marine	Environmental@@@Aquatic
132691	Alteromonas macleodii	DSM 100461	coastal marine waters	Malaysia	Asia	Environmental	Aquatic	Marine	Environmental@@@Aquatic
132692	Actinomadura alkaliterrae	DSM 101185, KCTC 39657	soil	Turkey	Asia	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132693	Archaeoglobus fulgidus	DSM 8774	hot oil field water	Norway	Europe	Condition###Environmental###Engineered	Thermophilic (>45°C)###Aquatic###Industrial	Oil reservoir	Engineered@@@Industrial###Condition@@@Thermophilic (>45°C)###Environmental@@@Aquatic
132694	Arthrobacter rhombi	DSM 15838, CCUG 38813, CIP 107337, JCM 11678, LMG 22201, NCIMB 13909	Greenland halibut###Spleen of Greenland halibut (<I>Reinhardtius hippoglossoides</I>)###Greenland halibut (Reinhardtius hippoglossoides)###organs of Greenland halibut (<I>Reinhardtius hippoglossoides</I>)	Canada###Atlantic Ocean	North America	Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host###Host Body-Site###Host	Organ###Fishes###Organ###Fishes###Organ###Fishes###Organ###Fishes		Host@@@Fishes###Host Body-Site@@@Organ
132695	Arthrobacter sp.	DSM 16024, CCM 7210	malt sprouts	Germany	Europe	Host	Plants	Herbaceous plants (Grass,Crops)	Host@@@Plants
132696	Arthrobacter sp.	DSM 100969	soil	Antarctica	Australia and Oceania	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132697	Bacillus thuringiensis	DSM 104061	soil sample of <i>Solanum lycopersicum</i>, field plot near Göttingen	Germany	Europe	Host###Environmental###Engineered	Plants###Terrestrial###Agriculture	Herbaceous plants (Grass,Crops)###Soil###Field	Host@@@Plants###Engineered@@@Agriculture###Environmental@@@Terrestrial
132698	Bacillus thuringiensis	DSM 104062	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132699	Bacillus thuringiensis	DSM 104063	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132700	Bacillus thuringiensis	DSM 104064	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132701	Bacillus thuringiensis	DSM 104065	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132702	Bacillus thuringiensis	DSM 104066	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132703	Bacillus thuringiensis	DSM 104067	Soil samples of Solanum lycopersicum	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132704	Bacillus mycoides	DSM 104136	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132705	Bacillus mycoides	DSM 104109	Soil samples of  <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132706	Bacillus mycoides	DSM 104110	Soil samples of  <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132707	Bacillus mycoides	DSM 104111	Soil samples of  <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132708	Bacillus mycoides	DSM 104112	Soil samples of  <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132709	Bacillus mycoides	DSM 104113	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132710	Bacillus mycoides	DSM 104118	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132711	Bacillus mycoides	DSM 104119	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132712	Bacillus mycoides	DSM 104120	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132713	Bacillus mycoides	DSM 104121	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132714	Bacillus mycoides	DSM 104122	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132715	Bacillus mycoides	DSM 104135	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132716	Bacillus mycoides	DSM 104137	Soil samples of <i>Solanum lycopersicum</i>	Germany	Europe	Host###Environmental	Plants###Terrestrial	Herbaceous plants (Grass,Crops)###Soil	Host@@@Plants###Environmental@@@Terrestrial
132717	Blastococcus colisei	DSM 46837, CECT 8823, BMG 822	interior of a limestone rock from a archaeological amphitheatre	Tunisia	Africa	Environmental	Terrestrial	Geologic	Environmental@@@Terrestrial
132718	Bordetella sp.	DSM 102378	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132719	Bordetella sp.	DSM 102379	roots of <i>Arabidopsis thaliana</i> ecotype Columbia-0 (Col-0)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132720	Bradyrhizobium sp.	DSM 21560	Soybean Root Nodule	India	Asia	Host Body-Site###Host	Plant###Plants	Root nodule###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132721	Bradyrhizobium sp.	DSM 21562	<i>Arbus precatorius</i> root nodule	India	Asia	Host Body-Site###Host	Plant###Plants	Root nodule###Shrub (Scrub)	Host@@@Plants###Host Body-Site@@@Plant
132722	Brevundimonas nasdae	DSM 100487, TPW 30	Sungai Gabai Waterfall	Malaysia	Asia	Environmental	Aquatic	River (Creek)	Environmental@@@Aquatic
132723	Burkholderia paludis	DSM 100703, MCCC 1K01245	tropical peat swamp forest	Malaysia	Asia	Climate###Environmental###Environmental	Hot###Terrestrial###Terrestrial	Tropical###Wetland (Swamp)###Forest	Climate@@@Hot###Environmental@@@Terrestrial
132724	Burkholderia sp.	DSM 102584	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132725	Campylobacter jejuni subsp. jejuni	DSM 104970, VPI H840	diarrheic stool, child	Belgium	Europe	Host###Host Body Product###Infection	Human###Gastrointestinal tract###Patient	Child###Feces (Stool)	Host@@@Human###Host Body Product@@@Gastrointestinal tract###Infection@@@Patient
132726	Chryseobacterium sp.	DSM 22218	soil	Taiwan, Province of China	Asia	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132727	Desulfovibrio intestinalis	DSM 21222	pond of olive mill wastewater	Morocco	Africa	Environmental###Engineered###Engineered	Aquatic###Waste###Industrial	Pond (small)###Industrial wastewater	Engineered@@@Industrial###Engineered@@@Waste###Environmental@@@Aquatic
132728	Desulfurococcus amylolyticus	DSM 3822, JCM 9188	Thermal spring of Kamchatka and Kunashir Island###hot spring	USSR	Asia	Condition###Environmental###Condition###Environmental	Thermophilic (>45°C)###Aquatic###Thermophilic (>45°C)###Aquatic	Thermal spring###Thermal spring	Condition@@@Thermophilic (>45°C)###Environmental@@@Aquatic
132729	Enterobacter sp.	DSM 105031	peanut nodules (inner tissues)	Argentina	Middle and South America	Host Body-Site###Host	Plant###Plants	Root nodule###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132730	Escherichia coli	DSM 105182, NCTC 13846, CCUG 70662	Human blood###bloodculture, human bacteraemia	United Kingdom	Europe	Host###Infection###Host###Infection	Human###Patient###Human###Patient	Blood culture###Blood culture	Host@@@Human###Infection@@@Patient
132731	Gardnerella vaginalis	DSM 104275, CCUG 7712	human amniotic fluid	Sweden	Europe	Host###Host Body Product###Host###Host Body Product	Human###Urogenital tract###Human###Urogenital tract	Female###Amniotic fluid###Female###Amniotic fluid	Host@@@Human###Host Body Product@@@Urogenital tract
132732	Gardnerella vaginalis	DSM 104281, CCUG 3990, LMG 21844	Human urine,18-yr-old woman###Urine, 18-yr-old woman	Sweden	Europe	Host Body Product###Host###Host Body Product###Host	Fluids###Human###Fluids###Human	Urine###Female###Urine###Female	Host Body Product@@@Fluids###Host@@@Human
132733	Gardnerella vaginalis	DSM 104282, CCUG 7921, LMG 21846	Human urine,42-yr-old woman###Urine, 42-yr-old woman	Sweden	Europe	Host Body Product###Host###Host Body Product###Host	Fluids###Human###Fluids###Human	Urine###Female###Urine###Female	Host Body Product@@@Fluids###Host@@@Human
132734	Gardnerella vaginalis	DSM 104283, CCUG 26996	Human blood###human, blood	Sweden	Europe	Host Body Product###Host###Host Body Product###Host	Fluids###Human###Fluids###Human	Blood###Blood	Host Body Product@@@Fluids###Host@@@Human
132735	Gardnerella vaginalis	DSM 104284, CCUG 30587	Human lung,postmortem###Human lung	Sweden	Europe	Host Body-Site###Host###Host Body-Site###Host	Oral cavity and airways###Human###Oral cavity and airways###Human	Lung###Lung	Host@@@Human###Host Body-Site@@@Oral cavity and airways
132736	Flavobacterium sp.	DSM 21055	Soil	Greenland	North America	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132737	Flavobacterium sp.	DSM 23227	water	Portugal	Europe	Environmental	Aquatic		Environmental@@@Aquatic
132738	Frankia inefficax	DSM 45817, CECT 9037	root nodule of <i>Elaeagnus umbellata</i> Thumb.	USA	North America	Host Body-Site###Host	Plant###Plants	Root nodule###Shrub (Scrub)	Host@@@Plants###Host Body-Site@@@Plant
132739	Geobacillus sp.	DSM 15905	soil	United Kingdom	Europe	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132740	Hydrogenophaga temperata	DSM 18117	Compost	Republic of Korea	Asia	Engineered	Biodegradation	Composting	Engineered@@@Biodegradation
132741	Hydrogenophaga sp.	DSM 18118	Compost	Republic of Korea	Asia	Engineered	Biodegradation	Composting	Engineered@@@Biodegradation
132742	Gracilibacillus sp.	DSM 15862, YIM KN4	hypersaline soil	China	Asia	Condition###Environmental	Saline###Terrestrial	Soil	Condition@@@Saline###Environmental@@@Terrestrial
132743	Halobacillus sp.	DSM 15859, YIM 70104	hypersaline soil	China	Asia	Condition###Environmental	Saline###Terrestrial	Soil	Condition@@@Saline###Environmental@@@Terrestrial
132744	Kocuria sp.	DSM 15853, YIM 70106	hypersaline soil	China	Asia	Condition###Environmental	Saline###Terrestrial	Soil	Condition@@@Saline###Environmental@@@Terrestrial
132745	Kocuria sp.	DSM 15854, YIM 70120	soil	Egypt	Africa	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132746	Lactobacillus delbrueckii	DSM 103825	stool sample of a patient with short bowel syndrome and previous D-lactic acidosis and encephalopathy	Germany	Europe	Host Body Product###Infection###Infection	Gastrointestinal tract###Patient###Inflammation	Feces (Stool)	Infection@@@Patient###Infection@@@Inflammation###Host Body Product@@@Gastrointestinal tract
132747	Klebsiella pneumoniae	DSM 15563	millet brans	Senegal	Africa	Host Body-Site###Host	Plant###Plants	Fruit (Seed)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132748	Klebsiella pneumoniae	DSM 15565	Miller's brans	Senegal	Africa	Host Body-Site###Host	Plant###Plants	Fruit (Seed)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132749	Lonepinella koalarum	DSM 8616, UQM 3767	faeces of koalas	Australia	Australia and Oceania	Host Body Product###Host	Gastrointestinal tract###Mammals	Feces (Stool)	Host Body Product@@@Gastrointestinal tract###Host@@@Mammals
132750	Lyalikoviella elongata	DSM 18440, VKM B-2417	Water from saline Kiran Lake	Russia	Asia	Condition###Environmental	Saline###Aquatic	Lake (large)	Condition@@@Saline###Environmental@@@Aquatic
132751	Maribacter sedimenticola	DSM 16470, CCUG 47098, KCTC 12966, KMM 3903	bottom sediment sample collected in the Gulf of Peter the Great	Russia	Asia	Environmental###Environmental	Terrestrial###Aquatic	Sediment###Marine	Environmental@@@Terrestrial###Environmental@@@Aquatic
132752	Marichromatium imhoffii	DSM 17936	Sea shore water	India	Asia	Environmental###Environmental	Terrestrial###Aquatic	Coast###Marine	Environmental@@@Terrestrial###Environmental@@@Aquatic
132753	Marinobacter sp.	DSM 17588, KCTC 12517	seawater	Republic of Korea	Asia	Environmental	Aquatic	Marine	Environmental@@@Aquatic
132754	Massilia sp.	DSM 102446	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132755	Massilia sp.	DSM 102447	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132756	Massilia sp.	DSM 102448	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132757	Massilia sp.	DSM 102620	leaf of <i>Arabidopsis thaliana</i>, wild-type genotype	Switzerland	Europe	Host Body-Site###Host	Plant###Plants	Leaf (Phyllosphere)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132758	Mesorhizobium sp.	DSM 102449	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132759	Mesorhizobium sp.	DSM 102450	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132760	Mesorhizobium sp.	DSM 102451	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132761	Mesorhizobium sp.	DSM 102452	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132762	Mesorhizobium sp.	DSM 102453	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132763	Mesorhizobium sp.	DSM 102454	roots of <i>Arabidopsis thaliana</i> ecotype Shakdara (Sha)	Germany	Europe	Host Body-Site###Host	Plant###Plants	Root (Rhizome)###Herbaceous plants (Grass,Crops)	Host@@@Plants###Host Body-Site@@@Plant
132764	Microbacterium sp.	DSM 15872	Alga <i>Fucus evanescens</i>			Host	Algae	Brown Algae	Host@@@Algae
132765	Microlunatus sp.	DSM 18661, Gsoil 950	soil, ginseng field	Republic of Korea	Asia	Host###Environmental###Engineered	Plants###Terrestrial###Agriculture	Herbaceous plants (Grass,Crops)###Soil###Field	Host@@@Plants###Engineered@@@Agriculture###Environmental@@@Terrestrial
132766	Mycobacterium vaccae	DSM 43292, ATCC 15483, NCIB 9937, SN 920, JCM 6389, ATCC 23004, BCRC 17229, CCUG 21003, CECT 3019, CIP 105934, HAMBI 2276, IFO 14118, KCTC 19087, NBRC 14118, NCIMB 9937, NCTC 10916, TMC 1526, SN 290	Food, Cow, milk###Cow milk###cow's milk			Host Body Product###Host###Host Body Product###Host###Host Body Product###Host	Fluids###Mammals###Fluids###Mammals###Fluids###Mammals	Milk###Bovinae (Cow, Cattle)###Milk###Bovinae (Cow, Cattle)###Milk###Bovinae (Cow, Cattle)	Host Body Product@@@Fluids###Host@@@Mammals
132767	Nesterenkonia sp.	DSM 15840, YIM 70012	soil	Egypt	Africa	Environmental	Terrestrial	Soil	Environmental@@@Terrestrial
132768	Nesterenkonia sp.	DSM 18648, YIM 80556	saline and alkaline soil	China	Asia	Condition###Condition###Environmental	Saline###Alkaline###Terrestrial	Soil	Condition@@@Alkaline###Condition@@@Saline###Environmental@@@Terrestrial
132769	Nocardioides sp.	DSM 15857	air	United Kingdom	Europe	Environmental	Air		Environmental@@@Air
132770	Nocardioides sp.	DSM 15858	air	United Kingdom	Europe	Environmental	Air		Environmental@@@Air
132771	Paracoccus ferrooxidans	DSM 18071, NCCB 100066	bioreactor	Netherlands	Europe	Engineered	Bioreactor		Engineered@@@Bioreactor
